Date,Price
5/30/2005,18.1001
6/6/2005,18.1001
6/13/2005,17.822519
6/20/2005,17.822519
6/27/2005,17.587629
7/4/2005,17.858103
7/11/2005,18.356331
7/18/2005,18.27804
7/25/2005,18.228222
8/1/2005,19.758505
8/8/2005,19.253151
8/15/2005,19.018274
8/22/2005,19.253157
8/29/2005,19.288845
9/5/2005,18.974739
9/12/2005,18.610666
9/19/2005,18.039566
9/26/2005,18.36795
10/3/2005,17.554131
10/10/2005,17.61125
10/17/2005,17.689775
10/24/2005,18.225178
10/31/2005,19.031855
11/7/2005,19.474457
11/14/2005,20.038418
11/21/2005,19.87521
11/28/2005,20.054201
12/5/2005,19.839407
12/12/2005,19.259474
12/19/2005,19.07333
12/26/2005,18.722502
1/2/2006,19.266638
1/9/2006,19.467108
1/16/2006,18.908655
1/23/2006,19.896681
1/30/2006,19.717691
2/6/2006,19.109125
2/13/2006,19.116291
2/20/2006,19.13077
2/27/2006,19.3463
3/6/2006,19.518705
3/13/2006,19.755779
3/20/2006,19.403765
3/27/2006,19.547443
4/3/2006,19.576168
4/10/2006,19.446861
4/17/2006,19.504328
4/24/2006,17.349159
5/1/2006,17.097723
5/8/2006,16.64513
5/15/2006,16.206926
5/22/2006,17.106701
5/29/2006,16.414358
6/5/2006,15.808559
6/12/2006,15.93837
6/19/2006,16.226845
6/26/2006,16.803801
7/3/2006,16.803801
7/10/2006,16.075399
7/17/2006,17.21488
7/24/2006,17.488934
7/31/2006,17.517782
8/7/2006,17.618744
8/14/2006,18.599571
8/21/2006,18.711494
8/28/2006,18.704262
9/4/2006,18.530525
9/11/2006,19.435339
9/18/2006,19.297813
9/25/2006,19.797268
10/2/2006,20.173664
10/9/2006,20.535601
10/16/2006,20.579023
10/23/2006,20.513876
10/30/2006,20.796171
11/6/2006,21.165348
11/13/2006,21.281162
11/20/2006,21.615389
11/27/2006,21.150543
12/4/2006,21.35392
12/11/2006,21.927704
12/18/2006,21.528229
12/25/2006,21.688017
1/1/2007,21.528229
1/8/2007,22.668558
1/15/2007,22.595934
1/22/2007,22.225506
1/29/2007,21.927704
2/5/2007,21.048855
2/12/2007,20.874538
2/19/2007,21.063534
2/26/2007,20.232658
3/5/2007,19.890102
3/12/2007,19.919258
3/19/2007,20.422155
3/26/2007,20.312824
4/2/2007,20.808439
4/9/2007,20.852175
4/16/2007,21.15099
4/23/2007,21.952728
4/30/2007,22.273418
5/7/2007,22.513933
5/14/2007,22.470201
5/21/2007,22.287073
5/28/2007,22.367504
6/4/2007,21.972652
6/11/2007,22.294374
6/18/2007,21.563171
6/25/2007,21.548553
7/2/2007,21.914154
7/9/2007,21.804472
7/16/2007,22.784283
7/23/2007,21.490053
7/30/2007,21.175648
8/6/2007,20.992838
8/13/2007,20.656483
8/20/2007,21.139799
8/27/2007,21.0811
9/3/2007,20.868305
9/10/2007,21.308569
9/17/2007,21.022392
9/24/2007,21.616737
10/1/2007,21.895573
10/8/2007,22.137716
10/15/2007,22.137716
10/22/2007,25.703823
10/29/2007,27.193369
11/5/2007,24.749931
11/12/2007,25.014074
11/19/2007,25.111511
11/26/2007,24.736044
12/3/2007,25.420708
12/10/2007,25.99494
12/17/2007,26.547085
12/24/2007,26.591251
12/31/2007,25.310287
1/7/2008,24.96427
1/14/2008,24.301691
1/21/2008,24.250166
1/28/2008,22.417048
2/4/2008,21.025644
2/11/2008,20.922579
2/18/2008,20.377798
2/25/2008,20.102222
3/3/2008,20.597397
3/10/2008,20.6639
3/17/2008,21.56555
3/24/2008,20.626957
3/31/2008,21.550774
4/7/2008,20.900402
4/14/2008,22.17157
4/21/2008,22.045933
4/28/2008,21.609892
5/5/2008,21.720758
5/12/2008,22.164183
5/19/2008,20.806736
5/26/2008,21.007019
6/2/2008,20.391344
6/9/2008,21.563351
6/16/2008,20.940258
6/23/2008,20.49519
6/30/2008,19.271271
7/7/2008,18.729771
7/14/2008,19.182259
7/21/2008,19.404783
7/28/2008,18.87071
8/4/2008,20.866077
8/11/2008,20.628714
8/18/2008,20.650963
8/25/2008,20.323727
9/1/2008,19.102369
9/8/2008,20.569492
9/15/2008,18.737457
9/22/2008,20.405649
9/29/2008,19.601339
10/6/2008,16.011736
10/13/2008,17.82143
10/20/2008,16.354309
10/27/2008,16.629856
11/3/2008,16.011736
11/10/2008,14.939317
11/17/2008,14.656318
11/24/2008,15.160479
12/1/2008,14.898065
12/8/2008,14.515676
12/15/2008,14.335728
12/22/2008,14.343227
12/29/2008,15.242965
1/5/2009,14.635646
1/12/2009,14.778104
1/19/2009,12.896164
1/26/2009,12.821179
2/2/2009,14.740609
2/9/2009,14.313238
2/16/2009,13.495979
2/23/2009,12.191919
3/2/2009,11.535139
3/9/2009,12.569378
3/16/2009,12.878894
3/23/2009,13.68666
3/30/2009,14.154702
4/6/2009,14.849232
