Date,Price
7/13/2009,73.062691
7/20/2009,76.113136
7/27/2009,76.695259
8/3/2009,78.550346
8/10/2009,78.23214
8/17/2009,79.92424
8/24/2009,80.242447
8/31/2009,79.217888
9/7/2009,81.321365
9/14/2009,82.834938
9/21/2009,81.459167
9/28/2009,79.930588
10/5/2009,83.650635
10/12/2009,84.921875
10/19/2009,84.290131
10/26/2009,80.765022
11/2/2009,83.549255
11/9/2009,85.49118
11/16/2009,85.342972
11/23/2009,85.452179
11/30/2009,86.575211
12/7/2009,86.653198
12/14/2009,85.951279
12/21/2009,88.193901
12/28/2009,87.378471
1/4/2010,89.832657
1/11/2010,89.10347
1/18/2010,85.629944
1/25/2010,84.202919
2/1/2010,83.630539
2/8/2010,84.71257
2/15/2010,87.143234
2/22/2010,86.829597
3/1/2010,89.581749
3/8/2010,90.530495
3/15/2010,90.930374
3/22/2010,91.78508
3/29/2010,92.745613
4/5/2010,94.123398
4/12/2010,93.973808
4/19/2010,95.902756
4/26/2010,93.540787
5/3/2010,87.596573
5/10/2010,89.667221
5/17/2010,85.903847
5/24/2010,86.108574
5/31/2010,84.100899
6/7/2010,86.352585
6/14/2010,87.966614
6/21/2010,85.33165
6/28/2010,80.846336
7/5/2010,85.402847
7/12/2010,84.374474
7/19/2010,87.340927
7/26/2010,87.230194
8/2/2010,88.907227
8/9/2010,85.679688
8/16/2010,85.062637
8/23/2010,84.532654
8/30/2010,87.720634
9/6/2010,88.187363
9/13/2010,88.986328
9/20/2010,91.315758
9/27/2010,91.14875
10/4/2010,92.683655
10/11/2010,93.606209
10/18/2010,94.123154
10/25/2010,94.234497
11/1/2010,97.598595
11/8/2010,95.594437
11/15/2010,95.666008
11/22/2010,94.481049
11/29/2010,97.73381
12/6/2010,98.998329
12/13/2010,98.855179
12/20/2010,100.414383
12/27/2010,100.534294
1/3/2011,101.645554
1/10/2011,103.372429
1/17/2011,102.628929
1/24/2011,102.109268
1/31/2011,104.851456
2/7/2011,106.418465
2/14/2011,107.55368
2/21/2011,105.794846
2/28/2011,105.906761
3/7/2011,104.60363
3/14/2011,102.141251
3/21/2011,105.427414
3/28/2011,106.912857
4/4/2011,106.680008
4/11/2011,106.021599
4/18/2011,107.418732
4/25/2011,109.546532
5/2/2011,107.755959
5/9/2011,107.627487
5/16/2011,107.282188
5/23/2011,107.20192
5/30/2011,104.720825
6/6/2011,102.456505
6/13/2011,102.0149
6/20/2011,102.326958
6/27/2011,108.064232
7/4/2011,108.451576
7/11/2011,106.264793
7/18/2011,108.596809
7/25/2011,104.360428
8/1/2011,96.896317
8/8/2011,95.314751
8/15/2011,90.892761
8/22/2011,95.193672
8/29/2011,95.096855
9/5/2011,93.539474
9/12/2011,98.058289
9/19/2011,92.092972
9/26/2011,91.776634
10/3/2011,93.853088
10/10/2011,99.417274
10/17/2011,100.552841
10/24/2011,104.30825
10/31/2011,101.777611
11/7/2011,102.734703
11/14/2011,98.938728
11/21/2011,94.364075
11/28/2011,101.274696
12/5/2011,102.239914
12/12/2011,98.622383
12/19/2011,103.16584
12/26/2011,102.4394
1/2/2012,104.243301
1/9/2012,105.165672
1/16/2012,107.704208
1/23/2012,107.598122
1/30/2012,109.818306
2/6/2012,109.671387
2/13/2012,111.344696
2/20/2012,111.769119
2/27/2012,112.0793
3/5/2012,112.291534
3/12/2012,114.519897
3/19/2012,114.488907
3/26/2012,115.439865
4/2/2012,114.603638
4/9/2012,112.431122
4/16/2012,113.095184
4/23/2012,115.095619
4/30/2012,112.316345
5/7/2012,111.176796
5/14/2012,106.364403
5/21/2012,108.299217
5/28/2012,105.069069
6/4/2012,109.119057
6/11/2012,109.971642
